atoms,coordinates,total_energy,forces,source
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.7884593809787777, 4.960999351502734, -0.9226814203732021], [1.1523220585127223, 7.355448748649318, -2.3475271719077613], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [-1.152408037016787, -2.820730289546719, -4.717400702315948], [1.1609982642953203, -3.4687362865156905, -6.26545869126135]]",[-64248.57349801276],"[[0.10704032867261036, 0.9475435686446704, -0.09140641874810874], [0.059606020296633866, -1.0304694046276706, 0.3294437543838873], [-0.08251353365272905, 0.03319809718044294, -0.39099522667118547], [-0.06846769218242581, -0.1570110317156637, -0.24828529568841742], [-0.04282166962830707, 0.2850732770683015, 0.1189821324218232], [-0.09667821157666869, 0.034598243600970094, -0.09831343408884392], [-0.14861899779225216, -0.17894923864551665, 0.26595094387325097], [0.320713671630443, 0.07755135323755928, 0.09510222731399111], [-0.06146369477697483, -0.11198060327676797, -0.19214070206425413], [1.0229226984677071, -0.18899552125498725, -0.5308811592286818], [-1.0078164306248856, 0.2820745977979399, 0.7340590990292031]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.8234898649121354, -0.5604313918471535, 1.8268814403101676], [1.4539132077379853, 1.474393975260524, -0.20298697758725492], [-1.4540934118301099, -1.4744620201225556, 0.20299063571968434], [-0.8233096608200118, 0.5604994367091853, -1.8268850984425984], [-2.5471745271589423, 1.1027774591404484, 1.3841043243017301], [-1.3106015567115321, 2.792216304458644, 5.645856384351422], [-3.8462681980924494, 4.231570086273701, 4.70606034208389], [-3.488285692404088, 1.2404440807800265, 4.140550837615977], [-1.038358258489755, 3.6605627293635803, 1.2169815612149466], [0.695808534889911, 3.400832964579682, 3.6203434947641946], [-3.0826573245923212, 5.565383295968768, 2.229066033126296]]",[-64250.434203491706],"[[0.31780739785864676, 0.7112009508810226, 0.04682373274499957], [0.19186662231614424, -0.2330293895591045, 0.22607496304993455], [-0.21987993798918612, -0.4253452866893643, -0.32101767903585116], [0.08843159932823925, -0.15900749442117326, -0.3542424180019406], [-0.8597305770781124, 0.10709483608968286, -0.3894387828033075], [0.02226097311426872, 0.05701630092059079, 0.0703262408383236], [0.00300220219785561, -0.3841288862048884, 0.14910267398563332], [-0.10097046498276238, 0.05061160742364288, 0.7794488650440448], [0.5913201145646936, 0.3018650068067697, 0.05422567543275312], [-0.0035811445007566025, -0.05252689521538766, 0.03275143460857952], [-0.028688045505471303, 0.009598478467174154, -0.30067489391929225]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-2.993641147364893, 6.342333162808501, 2.537176678400389], [-3.399511316343207, 3.6247578231881747, 1.7508575932848203], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [-1.206660676857236, 0.6089806872159071, -5.473772905498656], [0.7228401587438851, 0.320406755732188, -7.562312020688649]]",[-64248.96401913117],"[[-0.05941107914746228, -1.0037571707157311, -0.26891100515283767], [0.3389911912829613, 0.630241495679959, 0.2619016598498625], [0.20332500698243383, 0.036266165421179684, 0.14135850699401092], [-0.1984145057692998, 0.0160041541260712, -0.005968762715596789], [-0.19273606704054233, -0.06158700495257848, -0.22765284993000048], [-0.17213560582308682, -0.013800079868025285, -0.2134129414860825], [0.41930504212426517, 0.05644309886577263, -0.18543294732838309], [-0.03359020091314227, 0.09957353244295884, 0.09445333194037037], [-0.4541761621964022, 0.20627617224017755, 0.076425775075012], [1.1414387924735603, -0.14794351719728566, -0.7468801691223054], [-0.9943762385491861, 0.1683954199921728, 1.0638423420616874]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.7636861744718002, -1.9105092553900438, 0.3105680465213829], [-0.8524460200463111, -0.6317613245801469, -1.7897257707988234], [0.8525532976467226, 0.6318764845540367, 1.7898368864901717], [-0.7637934520722123, 1.9103940954161556, -0.3106791622127313], [-0.8064805804779147, -1.549835370846587, 4.719137937620715], [-4.657309874519198, -3.4685043483849567, 2.7102402181152168], [-3.1836673028971902, -1.7827681639209199, 0.6194909949918617], [-1.5895447583377165, -3.4426798460495864, 2.6439054227272054], [-3.1075728406148855, 0.33147957732098954, 4.6080050655623115], [-5.3655656805593885, -1.5932208262592615, 4.826955500196207], [-3.1844824166714263, 0.9257697937989002, 1.6972115145485243]]",[-64250.689145635035],"[[0.07591109136040941, 0.3024801692883154, 0.2112385583437136], [-0.0027933385173893274, 0.1308700458190625, -0.4005226603766357], [0.20778566773844498, -0.534924992510363, 0.34671802902972193], [-0.4454972958461695, 0.02116768802523231, 0.04857889214357096], [0.12054536400578947, -0.05228670262562758, -0.0616308165746028], [-0.017366160781275074, -0.024698570516797073, -0.1625555673179525], [0.002695937876848082, -0.2867148759198324, -0.1523143435593103], [0.13742857364517466, -0.04907301216375156, 0.19606009388431692], [0.10069273426615048, -0.13942930438428516, 0.39029994857096156], [0.0012377528842197664, 0.3886012197756876, 0.12795492744751485], [-0.19078254178150028, 0.24383425086353136, -0.5453425940431172]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[4.908802236531708, 0.8773710184892274, 4.749713098328006], [3.9410529145200623, -1.4996982352613422, 3.4922366425580735], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [-6.290307483067062, 0.7537244851633182, 5.335175447013708], [-4.4375299675928, 1.7244862271170673, 3.387592036037957]]",[-64248.72743662541],"[[-0.2814842207645348, -1.1868136460818444, -0.4984502745123711], [0.12985497373131596, 1.4302237161119502, 0.40311849898157653], [0.06971467790318837, 0.10898475222144313, 0.08747689677600512], [-0.019864528811630113, -0.065204960471812, 0.0335963972751774], [-0.011264147999772635, -0.00390226929200921, -0.27790087231293314], [-0.12739833472827636, 0.008105427753793318, 0.12244042234670754], [0.5065022541441785, -0.5590753778198946, -0.08234070400293594], [0.04558070652528849, -0.06727382548226314, 0.04259780355262296], [-0.5775559633120536, 0.41746989052003525, 0.3857172631916362], [0.8702160557717494, 0.36198900183186716, -0.7359041236750159], [-0.5988560220854258, -0.45804804000384713, 0.5242507947406355]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.4582438650549923, -1.325735610357268, -0.6675811718365199], [0.9160284121992955, -1.5401068367351605, 1.0572926758824908], [-0.916106683657542, 1.5402816238723416, -1.057313652905639], [1.45832213651324, 1.3255608232200882, 0.6676021488596686], [3.1986180332677585, 0.1476853788135133, -1.9901947450805428], [0.435785446228409, -2.7244416109400333, -4.571568332024456], [2.843687308338513, -1.8783599373080215, -6.265886971032405], [3.2074438782609174, -2.4674494318151172, -3.280013232901024], [1.3900870686956783, 1.6318960050957718, -3.82678305118722], [-0.9249810896015616, -0.23519069479885502, -3.9001947609058134], [2.656828872487215, 1.025153355234688, -6.4457606380100865]]",[-64250.51339894163],"[[0.09283847257645995, -0.33338433210568014, -0.2135063754264794], [-0.28707287652139735, -0.26122659063162873, 0.054747198285535544], [-0.2559537179391456, 0.6283635608955364, 0.4315636573796891], [-0.11832120427877327, 0.06278179725038956, -0.3866835871365669], [0.23611538354096526, 0.42686218696881895, 0.021198860097146797], [0.6487426500087493, -0.45233540558419033, 0.14044674188824427], [-0.05137455699638327, -0.2773793494601507, -0.0956818571302565], [-0.4248144050159147, -0.31173002654342846, -0.3588375475274278], [0.5611780271445124, 0.23950049982953434, -0.08850590425056923], [-0.3475556949015249, 0.05882964955799167, 0.4350910071735624], [-0.061172748582827424, 0.210726805688331, 0.049635904089208364]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[3.520554056529266, -4.820601778603161, -0.006277967629288672], [5.75516222946384, -4.241233982254742, -1.691241852762849], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [2.7955429431459873, 1.3008151214123744, -4.392246645558939], [3.8122226108907933, -1.2538876251176698, -5.172054541301317]]",[-64248.936988312445],"[[0.5980425245966643, 0.6599228411596028, -0.683129631088681], [-1.0111717221003393, -0.16258261533812243, 0.5992766547945324], [0.0011806872180912607, 0.12788159954492487, -0.181293726066825], [0.009916673227648656, 0.16540013457985533, -0.23999770003300044], [-0.15297768854066443, -0.1762622286722083, 0.11444927504923681], [0.1831812767823727, -0.018970123803980152, -0.2060523318755392], [0.19331004042673414, 0.10229124140493914, 0.07170882661457692], [0.11919743671925963, -0.5507470558679479, 0.1956448090727343], [0.13439225340377808, -0.02714563986859406, -0.14943198106009775], [0.3561782026393883, -1.1533872296725867, 0.06217511941395421], [-0.434856830968517, 1.0198990794829301, 0.41750424047720924]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.8787775426914415, -1.6047402389915302, 0.9910971170138144], [1.5266743898072508, 0.03661125483770733, 1.41309229936171], [-1.5268158545848698, -0.03653475597693845, -1.413198377827925], [0.8789190074690612, 1.6046637401307629, -0.9909910385476006], [-4.267925085315613, 0.760689258214542, 5.58387374471987], [-4.5516763214738, 2.414974387134333, 1.1421766712059052], [-5.947460890841757, -0.30865087004830327, 1.277128962220629], [-6.214485135624855, 1.6626004163876693, 3.60900667624972], [-2.196674673243794, -0.39440254423625576, 3.7887674254406276], [-1.7928743395922044, 1.8872407866045071, 1.9227578855449377], [-3.871271134705192, -2.180326989326927, 2.1041263335155413]]",[-64250.24065324662],"[[0.26013875628429955, -0.7428409638288663, -0.2722551380344192], [0.34152167240950665, 0.362129949784882, 0.08281162751760578], [-0.13704625039429344, 0.7217892737578152, 0.11466262530719326], [0.287203488634005, -0.20254056297541395, -0.2734486962020323], [-0.1515644551978307, 0.06152637830660821, 0.311206189696525], [-0.18808380757131218, 0.09803611474896465, 0.0718170186952567], [-0.06521966719000327, -0.05690301805284482, 0.004127449202133141], [0.038271040780871374, -0.004318981580854029, -0.11015388489555687], [-0.08220479541489571, 0.1790447294695767, 0.768185884325751], [-0.17038555778041828, -0.5685498981931112, -0.5668447416363901], [-0.1441941268119792, 0.15215771186836421, -0.13850144416385465]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.3660060746632054, 4.27240214847023, 1.511446254948961], [-0.819489518827294, 4.062403543955113, -0.31824049997148596], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [2.9144253342940445, -2.587030112287546, 3.377084120748624], [4.653477724723992, -1.5703491872464177, 1.3496964656137211]]",[-64248.93460830308],"[[-0.017226349256484093, -0.5749493774899731, -0.9236970878963638], [0.02482033802965339, -0.15390200063677606, 0.49153606007881506], [0.7199118531943084, 0.5918518189916083, 0.4672709006608818], [-0.5662754990826233, 0.24713174390805176, -0.3026131982392273], [-0.0982135209649082, -0.023314210678384312, -0.19180897815148548], [-0.38764338047586727, -0.0010883835352672104, -0.12871695142260683], [0.013334432259951332, 0.022147849655006633, 0.5966906378090829], [1.0457366236171306, -0.04613395680857445, -0.025086596477634275], [-0.4209058118350833, 0.21003245318575545, -0.11287976997009805], [0.38416503593526763, 0.10628468103687404, 0.0626204347270183], [-0.6954837885902565, -0.39092668102311223, 0.05721345321970023]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.7870089201846641, 0.41336732886830174, 1.8813450269699472], [-0.18192781014138504, 2.039008275636853, -0.3718231391012212], [0.18186459764254614, -2.0391899168921, 0.3718344366400248], [-0.786945707685826, -0.4131856876130552, -1.8813563245087521], [6.242746311556518, 2.4979755418119565, -2.0331447271586742], [1.8552689177409054, 3.8475958529707786, -3.2473992635362467], [2.5662496851369405, 5.101690351972119, -0.544379736698432], [4.701263271993866, 4.872551000011589, -2.7316152969622185], [4.129906574560867, 0.8697676096297333, -0.7172536927397818], [2.0162870696407116, 0.9700486053024542, -2.8085448996110185], [3.0571380385580476, 2.8416877048765885, 1.2301840718724812]]",[-64250.794358574305],"[[-0.007610233011898739, 0.43473352079291333, -0.13167716696846823], [0.540201413327165, 0.38369694063563453, 0.3778710233482318], [-0.20722969208430542, -0.25318489541813693, -0.45134285637255495], [-0.275521880668176, -0.9657932689456449, -0.37475057656501387], [-0.08156479606311795, -0.29516779359967216, 0.04057136690993269], [-0.062215382911659664, 0.6243125285210342, -0.006434646865291999], [0.06828416673758451, 0.10350979070905918, -0.13719604294705967], [-0.2359454335283005, 0.10874445678749992, -0.10897405642639496], [0.3704566262298981, 0.0671890304532513, 0.41280585539183384], [-0.3252459633600221, -0.3842156352733802, 0.1282032961498358], [0.23667259332530274, 0.16653121490620143, 0.2605861284810267]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[4.329806143941675, -2.5440682825417866, 1.123894027949532], [7.156733016744082, -2.1261157905315446, 1.0786812593323232], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [3.060516435114251, -3.102316962399044, 4.4732731456203565], [1.2039595059746366, -1.0179267541040782, 5.087079183896091]]",[-64248.802045949145],"[[0.6201931047647337, -0.0027164187817026184, 0.6400841982288729], [-0.8601368116015774, -0.04727087868452381, -0.1336005588818457], [0.2171038135311734, 0.04839973757651377, -0.1661108393075526], [-0.177993867606092, 0.149638903556607, -0.15146834730867173], [-0.03681316277812978, -0.14406305190054727, -0.07306225606490561], [0.0179996243852133, 0.023002351119592198, 0.06010208921408527], [-0.09070461004225441, 0.08423098008933726, 0.16611639289344302], [0.12849141412894646, -0.08583498939192476, -0.07295123576918908], [-0.002090823271996717, -0.10084237255264199, 0.19766770273331485], [-0.6198758304596984, 0.7542001038584106, 0.008836649896030172], [0.8000053603732011, -0.6949217451293107, -0.47992212358550246]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.8685257347405713, -1.5846818555756275, 1.0315818747114727], [-0.1401160118665103, 1.1858435709834123, 1.7038331641817026], [0.14008988608617978, -1.1858851603467357, -1.7040194563405837], [0.8685518605209026, 1.5847234449389525, -1.0313955825525922], [1.629060256110959, -2.2142884343398164, 2.6412864276691166], [5.866922126802788, -0.5728865997327202, 4.016849485814329], [3.780102583958168, 1.6398543513054953, 4.382257347934544], [3.0475361283664677, -1.2699959541142967, 5.0074811822156455], [2.9744479742244505, -0.5929825824183851, 0.5417576087224272], [5.8213029146035025, -1.188454305684331, 1.167675316443706], [2.722009283262999, 2.1278384282915086, 1.7101850886711267]]",[-64250.25852896103],"[[-0.6013273678066565, -0.25205900872304016, -0.30710085559331673], [-0.6181233655787257, 0.9737107283858846, 0.2988324918001499], [-0.37703541436009197, -0.7138877551659647, -0.1463925754932065], [-0.34917117133053427, 0.9337593627763151, -0.8783818839143102], [0.7146374892611695, -0.9680841231254377, 0.1387830315373349], [-0.26928520371324954, 0.09991317535783045, 0.15979353251303208], [0.5468400053498639, 0.22003770096614694, 0.7824611711686744], [-0.12460822346135444, 0.23996530411530642, 0.223807968720634], [0.5979216826814563, -0.2903350425890038, -0.34035187124820243], [0.2901214352205894, -0.12733385142543774, -0.19335776012771838], [0.19070278611746302, -0.11412675569086062, 0.2684477435298129]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.9767173522314194, -3.7738086259698997, -2.364711127039399], [-0.5131515641387511, -4.564856830028828, -3.523606955983819], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [1.105966187776258, 5.719265077379314, 1.2981889686762433], [-1.0237867591579035, 3.9323885569012655, 0.6352646066367137]]",[-64249.41591510259],"[[-0.3657511448958849, 0.035052115550072725, -0.003514038671247524], [0.5602873965183842, 0.12960053722218884, 0.5331560725600855], [-0.06369927020832133, -0.0792112069316003, -0.00898345482527574], [-0.3101594930224581, 0.06883201770125479, -0.5499243024027025], [-0.32731508548093113, 0.24817124148929778, -0.15566562411162116], [0.10246880188715743, 0.11130157455748262, 0.09374704951254877], [0.532641851644307, 0.11871041808992591, -0.14746981688967065], [0.011045228729298305, -0.6607394239738589, 0.031194723345825324], [-0.012065730989915443, 0.38532013037838053, -0.07774675718555507], [-0.6403150834200574, -0.45425180409311317, -0.14642168039703957], [0.5121769390602507, 0.08312864471218315, 0.42373186714401806]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.9144061103621994, -0.7696389476192732, -0.269109335486286], [0.3873833737341895, 1.4627084077049073, -1.4280487242293909], [-0.3874393403280796, -1.4627733635579179, 1.4282212509737762], [-1.9143501437683113, 0.7697039034722842, 0.26893680874190107], [5.316550519274163, 4.557097264697221, 2.7633561769156336], [5.2191858184744175, 0.9665272086325254, -0.34215082391027574], [2.974582904325448, 2.9343504539374643, -1.0306206195661867], [5.688963858514288, 3.986880642823666, -0.0719217660240219], [3.289458837302551, 2.4921313417029207, 3.451496488819233], [4.62739011018826, 0.06637910316989881, 2.3667805868912453], [1.2668114400362729, 2.9873199827069223, 1.3312368921974973]]",[-64250.03664267308],"[[0.10656138331165436, -0.41942758096849514, 0.5068587635050875], [-0.8913623624913036, -0.3470146830760345, -0.3997883529089042], [-0.05356325604904741, -0.0766406165736242, -0.2540823137603534], [-0.49369424526233685, -0.09073248081588961, 0.41438507924628076], [-0.3867839630593269, -0.01596668284793843, -0.20670878629662187], [0.05325215239500149, 0.08224089372318336, 0.05284802617729126], [1.0893903798203044, 0.8370940581446324, -0.08814533254442543], [0.4781147399107246, 0.17431374277814088, 0.03592626025364102], [0.4473581584961883, -0.38527431329478473, 0.2930439069512327], [-0.10605580130726107, -0.016298653586746634, -0.04039582731591342], [-0.25404112466499956, 0.2613020268399734, -0.3152031260306872]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-6.604171946439927, 5.063328304697342, -1.4629800987006167], [-4.275059152826496, 3.456812702362634, -1.0597615000752711], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [5.539852786065599, 2.3129721066722744, -0.7857060149707493], [7.179327047407132, 2.3315612294518897, 1.555238797516063]]",[-64248.66065119306],"[[1.0654487682025788, -0.9387545047521862, 0.24167262039987375], [-0.8567702072659763, 1.0064264914895367, -0.20948316240352097], [0.45652563756059367, 0.33059283244228566, 0.2312260168074697], [0.05264465180510091, -0.11018108718200154, -0.06475121193572916], [-0.027807411333945885, -0.1020289373158006, -0.11259602286877153], [-0.21708113638878754, -0.0972747078389716, -0.30774476302405446], [-0.060417718012190036, -0.16109924226237657, 0.24887330730561], [-0.04274417139409011, 0.10322403814616112, -0.04520515556386807], [0.09788606508574052, 0.0860182063042166, 0.11234724278971796], [0.31950329843888386, -0.08420994845388192, 0.9067571082678768], [-0.7917459440239688, -0.04617044078254892, -0.9959045031108794]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.07183795790389583, -1.3247689871748316, 1.602978832659517], [0.39083502656834035, -1.5838479395968044, -1.2913475942718837], [-0.3908025574322546, 1.5840204441313808, 1.2914269979289317], [0.07180548876781018, 1.3245964826402565, -1.603058236316566], [-3.766160285309024, -2.410882965715472, 1.1578130036156926], [-4.96986535118453, -0.12509707037644674, -2.8261704174973796], [-3.885102469258953, 1.9066007453345992, -0.8062558890753269], [-2.5998091713001608, -0.8674604439623694, -1.023955018659035], [-6.449157527051641, -1.1379227874407662, 1.3246069616637204], [-7.289393401686676, -1.31760329285478, -1.52366640874149], [-5.682406215052287, 1.728984214735038, 1.4819337150676573]]",[-64249.9340104482],"[[-0.1120267288929133, 0.2781543318023203, 0.3676232689839593], [0.14882463473647192, -0.29597892567222095, -0.25353199453628733], [0.16380944359898647, -0.047707508806320395, 0.06302291543779803], [0.5034204253517355, 0.5615143276234313, -0.2532584804311849], [-0.19492027180240257, -0.3496027055230555, 0.24607260308782306], [-0.39297939949680794, -0.261738137598645, -0.4523268695169884], [0.06791135657364518, 0.34730316100978614, 0.5068028676915425], [-0.5490691530197631, -0.10769621745068567, -0.060534908958895926], [-0.1781929739446814, -0.28767564627887277, 0.09972548472357134], [0.2610612171851144, 0.030490369246437887, -0.070558720114347], [0.2789522998194252, 0.12405476748970218, -0.19853781594490344]]",synthesis_bi4
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-1.0189950163561146, 5.29466209964752, -0.7627432020632342], [-3.0086655866285166, 3.6367297127803573, -1.9713437343173141], [2.2344042857142874, 1.6651102857142845, -0.43472628571428373], [-0.8187277142857123, -1.7900297142857156, -1.568851285714283], [-2.390408714285712, 0.6064332857142851, -0.4865642857142838], [0.05497828571428798, 1.0651202857142863, -2.2766692857142843], [1.3902922857142883, 0.053998285714286, 1.918678714285715], [0.944853285714288, -2.5819637142857133, 0.6132167142857163], [-1.4153917142857129, 0.9813312857142868, 2.234915714285716], [-3.521044974183191, 2.2890732769345643, 4.503645305766382], [-2.760472142846549, 2.1385280970270975, 7.254483203795852]]",[-64248.84253122967],"[[-0.9436360039056704, -0.8237829355187933, -0.5608736083623715], [1.1470556275366075, 0.6140841602852866, 0.6813761377658767], [-0.24380632866780458, 0.17895129552917977, 0.07738649401196074], [0.12130805646807198, -0.06495618039275843, -0.1527575505666197], [-0.32890037714218423, 0.24959110828194503, -0.28999097737425644], [-0.04617350553920697, -0.14183112743770282, 0.029987461190806638], [0.44789443948925356, -0.23315532226137858, -0.05215629620138618], [-0.12548918673426596, 0.11641663285091332, 0.11607287616871546], [-0.34916165824359235, 0.28736587959920784, 0.5529849452934155], [0.5903554361266934, -0.25500348910887877, 0.7610454126892524], [-0.27748317066304634, 0.05465926650893744, -1.1554065752088485]]",synthesis_bi2
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.06722093556326358, 0.5996870301804136, 1.9913742770222511], [1.8533993142021687, -0.8861426266973824, 0.3294952962551857], [-1.8535238160735594, 0.8862581103707071, -0.32958628969020065], [0.06734543743465415, -0.5998025138537388, -1.991283283587238], [-2.8233794382093302, -1.81453636289105, -1.4782828931013563], [-0.243646118801224, -5.396820955684609, 0.2704480872436837], [-2.575914187161848, -6.5509542739227395, -1.346049103455097], [-1.1327901751037852, -4.032334380737486, -2.3302920481775606], [-3.9829396140036746, -2.964293240380109, 1.007718185034248], [-1.4958222065843585, -3.834196392861655, 2.3891877317935974], [-4.975940636164372, -5.573455534693082, -0.011122397607259138]]",[-64250.72202783598],"[[-0.035343051459801815, -0.11934609798601116, -0.12538366860234826], [-0.12522734544395162, 0.07659557082140202, -0.0710341687730757], [-0.22016013696619374, 0.4892005715235328, 0.5532132593800211], [0.6764411596371516, -0.14554560222282792, -0.3357982393506186], [-0.5474066767990515, 0.024521133447598584, -0.2745928891617308], [-0.0880138462562609, 0.14699082010662307, -0.13133125055842412], [0.0452457738740054, -0.16508404298292634, -0.15966615999219377], [0.45089810670249814, -0.48782333364480357, 0.10689763236848186], [-0.049201027460734584, -0.2692713711706151, 0.5647642038111508], [-0.0739275355998859, 0.1514512751742679, -0.08824961654614528], [-0.041838073002815356, 0.2821221632326494, -0.04835713437364153]]",synthesis_bi4
