atoms;coordinates;total_energy;mulliken_charges;forces
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.653256353764068,11.072101787144717,0.08943546480598635],[-5.501050221570528,11.163075745930907,0.014842218969911678],[-8.262338788404836,8.268323758119251,-0.05923754920912733],[-4.783262101604769,8.499345942956694,-0.0012345624114001763]];-9.798082571789;[-0.50041792,-0.47107566,-0.50177229,-0.52673413];[[-0.031802940444,-0.016867174453,-0.000071046564],[0.031369892837,-0.044008620725,-0.001293611516],[-0.035675967572,0.024972376518,0.000424503535],[0.036109015180,0.035903418660,0.000940154545]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.482810293568026,10.966067423846301,0.019090376284009215],[-5.247827373942701,11.208560217000322,0.21252233821796482],[-8.246281890585095,8.347936728236393,0.08648502003572055],[-4.90453942470634,8.66575563486612,0.08936683080478774]];-9.763005488652;[-0.49607072,-0.48679883,-0.50670461,-0.51042584];[[-0.017991793570,-0.080413865202,0.001043375699],[0.037553644587,-0.112715452816,-0.004563467081],[-0.031609828369,0.078477889209,-0.002453118740],[0.012047977352,0.114651428809,0.005973210122]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.62049446069541,11.009643069133528,0.06432329454176926],[-5.297672317674854,11.379906095086792,-0.02850381630482828],[-8.378447801969124,8.269763430294356,-0.045408728238407935],[-4.974653241457331,8.663631950704332,0.16728197501797326]];-9.789922756940;[-0.49423509,-0.49536791,-0.50643499,-0.50396201];[[-0.029577574998,-0.040362593861,-0.000854014957],[0.038219024115,-0.034564575922,0.002197855241],[-0.037844795652,0.032018415657,-0.000371668987],[0.029203346534,0.042908754126,-0.000972171297]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.743182360689527,11.053776229725107,-0.025397439247028492],[-5.193812080325099,11.124017395171103,0.03486623178821497],[-8.195476341138026,8.44908020693643,-0.018128405447619032],[-4.846172295467955,8.55613736648345,0.02911635208517422]];-9.755251965906;[-0.54100443,-0.49702164,-0.46678460,-0.49518934];[[-0.011701954436,-0.047479464864,-0.000231827748],[0.020920557768,-0.091294665928,-0.000030211135],[-0.019129195275,0.056791719989,-0.000243659815],[0.009910591943,0.081982410804,0.000505698699]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.655865239728922,11.192644057758889,-0.016196962953290282],[-5.332289589435288,11.290360291235142,0.026474026164143866],[-8.146251973878114,8.287839126544691,-0.08918085593417335],[-4.9766059854416405,8.47842801393678,0.07249200812639002]];-9.817660728708;[-0.52042875,-0.49476990,-0.48948683,-0.49531452];[[-0.040204724807,0.001279792656,-0.000305645862],[0.033504471564,-0.019942185897,0.000235173204],[-0.025633743504,0.003883982374,-0.001638389067],[0.032333996747,0.014778410866,0.001708861725]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.528007878103764,11.193416657118584,-0.0038057508909256966],[-5.397484053454469,11.215764927835279,-0.06351970447134773],[-8.251978329109244,8.296949203103802,0.020258900221198008],[-4.919594283269262,8.627468826155397,-0.021595830408956126]];-9.802242769663;[-0.50553848,-0.47723942,-0.51016238,-0.50705972];[[-0.030858685933,-0.007096486385,0.000667634732],[0.037634132963,-0.084097022935,0.000857639681],[-0.035413157338,0.010754080389,0.000236373757],[0.028637710308,0.080439428932,-0.001761648169]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.497891530543928,11.1296242915267,0.03519601184148593],[-5.356016898198807,11.249123419549083,-0.13006195127043116],[-8.227209241253933,8.219755623095114,-0.09636327419304684],[-4.811839895271789,8.413745548693134,-0.16650870845221158]];-9.814088142396;[-0.49563002,-0.47998397,-0.50593697,-0.51844904];[[-0.031463661095,-0.000707884128,0.001806474764],[0.025524365733,-0.011853322232,-0.001783369524],[-0.034963877817,0.004466604597,0.000663584658],[0.040903173179,0.008094601763,-0.000686689898]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.721066688514222,11.102799121045203,0.16828754625593248],[-5.4401188638599205,11.395087077234828,-0.000981719960197657],[-8.21963525050655,8.167574280674133,-0.022780909020356496],[-4.885837808696438,8.43365571950513,-0.07918028273920125]];-9.810215990468;[-0.50335927,-0.49229967,-0.49379825,-0.51054281];[[-0.039129567227,0.005523381962,0.002651332382],[0.029683909108,0.008171979071,-0.001848763872],[-0.031713318784,-0.005319320614,0.000013123149],[0.041158976903,-0.008376040419,-0.000815691659]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.629587972058463,11.084477566700215,-0.019607207222272355],[-5.227123580060305,11.306522779898277,0.10570237631810914],[-8.33950591459195,8.225987230217324,0.05371291915363399],[-4.948300663182233,8.39141214019336,-0.08213257300418517]];-9.800014282277;[-0.50141768,-0.49938315,-0.49402774,-0.50517144];[[-0.039215545216,-0.012252368484,-0.001307547521],[0.037566599772,-0.002007603646,0.001384104072],[-0.038045892741,0.010442580087,0.001470709174],[0.039694838185,0.003817392042,-0.001547265725]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.660873602297054,11.060594268181916,0.09586135103032052],[-5.344662019375471,11.20082385213918,0.051488612872610806],[-8.303735476386894,8.175611532673752,0.09629639418313024],[-4.785312346852965,8.509407243751937,0.215317370466037]];-9.789508696178;[-0.50392197,-0.47675036,-0.50589095,-0.51343671];[[-0.036394834655,-0.006292654366,0.000344304030],[0.037095902924,-0.036158884087,0.001658623705],[-0.033279806437,0.007510969090,-0.001286924425],[0.032578738167,0.034940569364,-0.000716003310]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.477320517858775,11.260763433592473,0.08086359768403738],[-5.437895042888385,11.107316182790452,-0.06879188394418446],[-8.085260081102112,8.182212618892436,0.11011934868454774],[-4.846645035726835,8.563764140693326,0.17431416701661342]];-9.805347752580;[-0.51949082,-0.46655619,-0.51533419,-0.49861880];[[-0.025463267822,0.021058003077,0.001410443058],[0.027092519687,-0.089605979983,0.006263597600],[-0.024906496191,-0.010287234418,-0.001922908713],[0.023277244326,0.078835211324,-0.005751131945]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.519869165786593,11.075086600535652,-0.13981874507868447],[-5.233653409758321,11.124598394109764,0.04255297990118287],[-8.35456147872669,8.37672638629264,-0.05040368296042344],[-4.550679338264341,8.613985774138092,-0.023182790030907396]];-9.757492892415;[-0.47995603,-0.43831654,-0.52495186,-0.55677557];[[-0.009464414608,-0.021779522393,0.000270175395],[0.018996863811,-0.065786484340,-0.001300665942],[0.001204325668,0.028226293380,-0.000680606093],[-0.010736774872,0.059339713353,0.001711096640]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.612540832612172,11.069764844319243,-0.05653646256143735],[-5.395976304756544,11.15257150212456,0.15448293740741226],[-8.242857322227295,8.260746599977974,0.13551713624091805],[-4.907153867213136,8.434762895181194,0.20123867698132358]];-9.807509632329;[-0.50733508,-0.48328981,-0.49699057,-0.51238454];[[-0.035468121655,-0.016958320273,-0.001412139920],[0.033843812900,-0.040554270819,0.003012664869],[-0.035123680135,0.023362471555,-0.001861484757],[0.036747988890,0.034150119537,0.000260959808]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.59569927001782,10.954482378346366,-0.05202248653586762],[-5.571661643782292,11.19070428740981,0.06050833046021366],[-8.233920843542801,8.243554717318347,0.029213868525074543],[-4.961117536415946,8.56242484454919,-0.13909153380675054]];-9.810961580759;[-0.49444630,-0.47982513,-0.50556508,-0.52016350];[[-0.020199135489,-0.041644952095,-0.000088640799],[0.027775052972,-0.057143353689,-0.002531290259],[-0.037537099889,0.045686520545,0.001355757417],[0.029961182406,0.053101785239,0.001264173642]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.276832749663512,11.16761685167953,0.12343672292802016],[-5.3270665663153665,11.187195870480034,-0.28877779376335355],[-8.297623826091169,8.162214488741972,-0.06262079509909656],[-4.866981737051418,8.648559579931963,-0.0029592369577277123]];-9.795804792275;[-0.49058184,-0.46195697,-0.53658048,-0.51088071];[[-0.013991011973,0.004421374823,0.003468934472],[0.029238768873,-0.096349504745,0.007406903013],[-0.038120226161,-0.008249169074,-0.002133185325],[0.022872469260,0.100177298997,-0.008742652160]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.625396327293071,10.941553701960894,0.12359534145586003],[-5.413047683860789,11.10649607236262,-0.26014124133645694],[-8.357792365116845,8.434821269251165,0.017067782880331558],[-4.854917367652836,8.44029857960627,-0.23546745524687174]];-9.751617717313;[-0.47836120,-0.46987274,-0.50602115,-0.54574491];[[-0.009293272960,-0.139300197425,-0.003318437495],[0.019306908273,-0.044627834122,-0.001112827666],[-0.028872553142,0.148957469916,0.006947938975],[0.018858917828,0.034970561632,-0.002516673814]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.668466285313272,11.157254171294467,-0.1763395589161465],[-5.480979996864029,11.208288588082157,-0.05380610367615099],[-8.313746211022396,8.360051894187627,0.24508640078833152],[-4.76671942983961,8.709737188997428,-0.11284175457643011]];-9.772706779939;[-0.49948065,-0.45362285,-0.51431794,-0.53257856];[[-0.026524484745,-0.010293876306,0.000817774947],[0.040582216550,-0.094975794810,-0.000167703991],[-0.022822315961,0.017907329199,0.000285661113],[0.008764584156,0.087362341917,-0.000935732069]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.409140981805209,11.011088493676773,-0.02576229192130843],[-5.306902488320968,11.300995639705532,0.041149680605908026],[-8.438905751327539,8.234588623779214,-0.04143840262999343],[-4.799704712452966,8.709559002982695,0.022967047401329866]];-9.779261904276;[-0.46638536,-0.45625866,-0.54273509,-0.53462089];[[-0.018927091896,-0.030385060326,-0.000570588560],[0.033709963846,-0.065133122117,-0.000028029724],[-0.025516585857,0.023841061555,-0.000319356624],[0.010733713908,0.071677120888,0.000917974907]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.567772348685864,11.223665536619176,-0.0014025815110873514],[-5.28773803221704,11.177469186651747,-0.03009405986671825],[-8.32181827243497,8.268508050191258,0.039471226844343885],[-4.865302610220472,8.489525724213761,-0.0072194591084131085]];-9.795423161660;[-0.50937813,-0.47841804,-0.50669841,-0.50550542];[[-0.038256378997,0.001466637909,0.000332569347],[0.037615847612,-0.049196667921,0.000173600811],[-0.036044354680,0.003136413439,0.000442739049],[0.036684886064,0.044593616574,-0.000948909207]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.523762221019723,11.012156368206933,-0.030439023225916267],[-5.373810652389434,11.16964665002574,-0.08322232339534269],[-8.479548568613883,8.304119053139132,-0.0411507665237725],[-4.861525513146814,8.48508995512358,0.06507801466985308]];-9.784360358122;[-0.47148918,-0.46574877,-0.52520494,-0.53755710];[[-0.024686465897,-0.045149810310,0.000138647209],[0.028008522229,-0.038565860392,0.001726072663],[-0.026520066758,0.046278962946,-0.000672406042],[0.023198010425,0.037436707756,-0.001192313830]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.52701276460345,11.07468476518054,0.012903570121775],[-5.148243667374757,11.215035765549164,-0.08604491790203544],[-8.186294639206187,8.21970948728618,-0.11055541704626233],[-4.857388022509726,8.54469995648718,0.16366334006487618]];-9.794216148352;[-0.51136429,-0.49266936,-0.49970249,-0.49626386];[[-0.037925429138,-0.014743603666,0.000286745484],[0.041499151101,-0.053129094361,0.003936324312],[-0.037021354154,0.012791534904,-0.002316437067],[0.033447632191,0.055081163124,-0.001906632728]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.529129926195727,10.982712592279967,0.09229161957353921],[-5.576916382059355,11.028064466868784,0.003602561959625414],[-8.256678922061818,8.114714146851737,0.2559171375136199],[-4.869640661815032,8.689817865012742,0.19977580805623754]];-9.750375104161;[-0.49474230,-0.46387104,-0.52339021,-0.51799645];[[-0.015706946443,-0.012640168577,0.001202028106],[0.074108019750,-0.239617257099,0.019658050869],[-0.036094444280,0.017047525725,-0.001022861757],[-0.022306629026,0.235209899951,-0.019837217218]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.69049567633427,10.975417319161782,0.01791804317173273],[-5.3352756514266355,11.100893651490377,0.04549939738774234],[-8.210333018715293,8.162487798543726,0.1526025340731659],[-4.909506717599781,8.473793795653972,-0.07468704004705234]];-9.791952490135;[-0.51810821,-0.48896204,-0.49341701,-0.49951273];[[-0.038313475308,-0.017802856151,0.000754423822],[0.043458318641,-0.069615812187,-0.002567913716],[-0.035794362159,0.020410319012,0.001441846737],[0.030649518826,0.067008349326,0.000371643157]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.70320141282393,11.047317606561727,-0.01169715618198913],[-5.289700835202719,11.350916477989013,-0.17058755759403824],[-8.259406025790586,8.269818415278783,-0.014250457703513736],[-4.795536342104674,8.587736598802472,-0.13726503245542868]];-9.786996038646;[-0.50464609,-0.48966862,-0.49553663,-0.51014866];[[-0.032957566934,-0.021296592233,0.001623737718],[0.034460713452,-0.020903925457,-0.001166995639],[-0.033911854896,0.019782116096,0.001111311449],[0.032408708379,0.022418401594,-0.001568053528]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.652585264953911,11.072465566819751,-0.01760296921512287],[-5.70397185133818,11.114502228955624,-0.09236355859140162],[-8.340640293320691,8.400836214400764,0.09913484699340508],[-4.6580959637810055,8.750481080902418,-0.0032941503034709927]];-9.755266224858;[-0.46930445,-0.42540546,-0.52677063,-0.57851946];[[-0.004360864543,-0.045099747228,0.002224211358],[0.030000397755,-0.108566749569,0.004466682299],[-0.015729942561,0.061756366270,-0.002537349231],[-0.009909590651,0.091910130527,-0.004153544426]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.46721738150572,10.905103274759995,-0.03308313765858971],[-5.3341948842841385,11.045524088894597,0.024936735383126813],[-8.333509208869705,8.27407935553655,-0.0006757668122989907],[-4.9344688605830145,8.622749627033352,0.022026307680046694]];-9.730129596885;[-0.48536589,-0.46436847,-0.52295891,-0.52730673];[[-0.012176142211,-0.075613940466,0.000733578158],[0.048780245316,-0.223033786340,-0.000107358069],[-0.022577409083,0.075915692260,-0.001144316689],[-0.014026694021,0.222732034545,0.000518096600]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.588715049182843,11.085511696004932,-0.01991149910899681],[-5.357930770250302,11.060824229991637,0.09246694567731434],[-8.43557222658582,8.162687741554342,0.08251629502500216],[-4.864717052430554,8.443165808198973,-0.0033333326008120976]];-9.784536694429;[-0.49864543,-0.46574312,-0.51786462,-0.51774683];[[-0.032051522052,-0.001601780337,-0.000903937738],[0.036626414574,-0.063723017471,-0.001163260025],[-0.029912399267,0.004986645526,0.000690583991],[0.025337506745,0.060338152283,0.001376613772]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.469859913360525,11.150283021962892,-0.047977469132286364],[-5.238876143602937,11.32213151985096,-0.07848573293157786],[-8.205089683163965,8.256265129795684,0.022106745353042457],[-4.887146087205007,8.45483332679131,0.012021061266749228]];-9.817421604609;[-0.50023700,-0.49176105,-0.50080782,-0.50719413];[[-0.034794630577,-0.005663377148,0.000454027256],[0.032082994120,-0.008281790962,-0.000039285822],[-0.035110237772,0.005396224960,-0.000127162092],[0.037821874229,0.008548943150,-0.000287579342]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.62899217497738,11.099268474106672,0.18927721530509745],[-5.303801245048269,11.229887304823972,-0.1767474131490184],[-8.456453028674735,8.315577975535499,-0.02742394240757718],[-4.920376043939495,8.425587227435669,0.08511844121019495]];-9.789554127894;[-0.49324021,-0.48584455,-0.50294176,-0.51797348];[[-0.034416211969,-0.022958665849,0.001807332611],[0.033176506503,-0.016754143174,-0.001990496129],[-0.033677527686,0.024558039923,0.000726707616],[0.034917233152,0.015154769101,-0.000543544097]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.572770464858348,11.11867043323789,-0.1339103175413854],[-5.173009007329895,11.335182809758491,0.0377491118226414],[-8.2237336824852,8.239007609137051,-0.08056954038726316],[-4.680354523999783,8.459475342248108,-0.03971303585823312]];-9.788313276607;[-0.49998666,-0.48793289,-0.49806588,-0.51401457];[[-0.039010184808,-0.006588157348,-0.001856771979],[0.035155296045,-0.004662321099,0.001686648395],[-0.035537311883,0.006397647508,-0.000443623340],[0.039392200646,0.004852830939,0.000613746923]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.519454690825157,11.179675487571798,-0.0288173764381896],[-5.203044587344532,11.367289182426989,-0.17636029126322805],[-8.337295389267206,8.12288651701262,0.08753005600289146],[-5.108345358939337,8.700827362695009,0.040735409348002447]];-9.801454079683;[-0.50938142,-0.49109711,-0.51864840,-0.48087307];[[-0.034112417386,0.004488175429,0.001587345390],[0.041857256052,-0.052631507228,0.002590170018],[-0.035763503717,-0.017989748899,0.000866335220],[0.028018665051,0.066133080697,-0.005043850628]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.585241597501529,11.142614907828204,-0.03334632170188887],[-5.4834407825261655,11.152313969610274,0.08885213325333265],[-8.484646989685578,8.289784756845435,-0.02578865326313977],[-4.9440921131331415,8.699739490903674,-0.062430897399420905]];-9.762113266600;[-0.48890657,-0.45262350,-0.52889715,-0.52957278];[[-0.021793933155,-0.013889474073,-0.000670988510],[0.048916881948,-0.154868730837,-0.008716060639],[-0.025904672594,0.016021122924,0.000386356732],[-0.001218276199,0.152737081986,0.009000692418]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.394309629379144,10.954474262346919,0.14096904211211161],[-5.393751333660637,11.306758650464676,0.07825277621594073],[-8.291451997769903,8.192897158373505,-0.2643146212686209],[-4.82445287391674,8.375002367871733,-0.06975286717702602]];-9.814579256581;[-0.47257214,-0.48469429,-0.51137666,-0.53135691];[[-0.018371733448,-0.025027555922,-0.002280390108],[0.016409469321,0.004930812027,-0.001014602565],[-0.038955880128,0.022692723565,0.000719669759],[0.040918144255,-0.002595979669,0.002575322915]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.66054021657632,10.9184952672754,-0.020038913686731233],[-5.386853901597153,11.110620133200106,-0.05167017001264415],[-8.187961103104579,8.296466984058295,0.09278017391127491],[-4.935861424835297,8.6145991219934,0.20113912578661217]];-9.764024728549;[-0.51604507,-0.48840544,-0.48931515,-0.50623434];[[-0.022723290054,-0.066776952330,0.002644328764],[0.047632172785,-0.135442681203,0.013589507818],[-0.036299414299,0.071196051735,-0.003976981858],[0.011390531568,0.131023581798,-0.012256854725]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.762233076850459,11.005802070586842,-0.015583000139283982],[-5.569023560637561,11.27752437909331,-0.13809123796597822],[-8.243796639235148,8.236603017958236,0.025556491368186076],[-4.809406117564317,8.539086343771393,-0.09624274375867259]];-9.802524825092;[-0.49926991,-0.47850920,-0.49710638,-0.52511451];[[-0.033385466534,-0.021427946334,0.001689794808],[0.031446476028,-0.023233350164,-0.000584878831],[-0.037656824547,0.025370370079,0.000707256337],[0.039595815053,0.019290926419,-0.001812172314]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.540291072544942,11.118190263582775,0.18229805984236647],[-5.467521634413155,10.948164577020274,0.10493295512677794],[-8.236931423662071,8.267749218164928,-0.10761298552268397],[-4.918081678756676,8.474845300964997,0.04810501005109545]];-9.779628110335;[-0.51336793,-0.47119799,-0.50358302,-0.51185106];[[-0.028291254233,-0.008757505594,-0.000265362373],[0.043948954908,-0.156248432808,-0.005244722692],[-0.030983117972,0.023269766028,0.000089399473],[0.015325417296,0.141736172373,0.005420685592]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.627323156312011,11.098961830980357,-0.11017940317709703],[-5.275865327231423,11.284221607883698,0.21867540381421724],[-8.081914292854668,8.303930742651556,-0.0448281432169758],[-4.960723166262867,8.532293275264413,0.08964320409827997]];-9.813078223414;[-0.52205260,-0.50184179,-0.48430608,-0.49179953];[[-0.038812680112,-0.017301722279,-0.003904434737],[0.037797873517,-0.033719604211,0.002238881241],[-0.027489240485,0.020292984484,-0.000893234043],[0.028504047080,0.030728342006,0.002558787538]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.513676757713824,10.988569272691043,0.021727927098347977],[-5.296347841581213,11.298905416350257,0.06679131731172695],[-8.37362211272466,8.240377837838599,-0.028053813100065807],[-4.860902902420677,8.375720016894082,-0.004979768530181321]];-9.798851752421;[-0.48264464,-0.49208029,-0.50258481,-0.52269026];[[-0.032889041328,-0.038015396821,-0.001120741784],[0.032802920098,-0.000636230850,0.000376198592],[-0.040518590804,0.035180026742,0.000419764723],[0.040604712034,0.003471600930,0.000324778469]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.688814435127714,11.125365097517474,-0.00896594260285399],[-5.42342499151377,11.107156372580613,0.01581563511150195],[-8.437907855931078,8.419771816433803,-0.00483793799111586],[-5.051211585856799,8.518727260874922,-0.11891487368878623]];-9.777567929730;[-0.50655676,-0.47905915,-0.49790434,-0.51647975];[[-0.029267712143,-0.044899483161,0.000138942594],[0.035777181834,-0.091260363222,-0.004446041170],[-0.030762019281,0.052537309816,0.000926922458],[0.024252549589,0.083622536567,0.003380176118]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.417437333268493,11.024258048173744,-0.0573299623330493],[-5.247794045859052,11.154463254929434,0.17360436344490335],[-8.404830444040373,8.094644965499523,-0.08154334722140433],[-4.839225036936847,8.40810852181753,0.001931200195344529]];-9.798876480900;[-0.48845251,-0.47697005,-0.52176652,-0.51281093];[[-0.030849577383,-0.005898154406,-0.002385622398],[0.034027033311,-0.027523261626,0.000530184408],[-0.038486748040,0.002107255113,-0.000763034415],[0.035309292112,0.031314160919,0.002618472405]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.533608924734551,11.099656808371192,-0.04396187892422854],[-5.26339005113655,11.172516058719184,-0.05314884102263156],[-8.474009442378351,8.385444489873908,-0.016514370852948435],[-4.786522211175255,8.496898697440018,0.05162135988695324]];-9.775084767901;[-0.47437751,-0.46158423,-0.52346070,-0.54057757];[[-0.024257238443,-0.035610904821,0.000361143661],[0.025717075334,-0.037271558209,0.001356616312],[-0.019106543405,0.038885077496,-0.000788569610],[0.017646706514,0.033997385534,-0.000929190363]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.63035833176474,11.206973640846734,0.13905727095659023],[-5.244710567532927,11.140225648150277,0.0810932252401619],[-8.184804436270126,8.108735736849347,0.013635981512668031],[-4.81480099093034,8.56002672221701,-0.07908254558557516]];-9.779041503793;[-0.52800711,-0.47763877,-0.50907088,-0.48528324];[[-0.041766955091,0.016410505178,0.001316792995],[0.045521004315,-0.085351647591,-0.005645037184],[-0.032516430076,-0.014099684432,0.000683066648],[0.028762380852,0.083040826844,0.003645177541]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.555922792464417,11.071521722978193,-0.03373855887976833],[-5.372254423873129,11.196869944978644,-0.13791014660494394],[-8.318495531709903,8.299250854587667,-0.18069063933263196],[-4.79126695998256,8.567229323622145,-0.12595033426711488]];-9.788055548268;[-0.49137346,-0.46920353,-0.51233712,-0.52708589];[[-0.029004365042,-0.027151849450,-0.000559310979],[0.034923213622,-0.056386744906,-0.000706156411],[-0.031992278521,0.030397735684,0.001091765465],[0.026073429941,0.053140858672,0.000173701925]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.51588583457845,10.964443176885203,-0.00012183323657838778],[-5.340918638045589,11.109340322163014,-0.04234734832260137],[-8.192995457003116,8.293420648931807,-0.01156538852539158],[-4.7578913519041715,8.564925032253807,-0.08507265083812748]];-9.774380417717;[-0.49578718,-0.46903668,-0.50643534,-0.52874081];[[-0.023165712174,-0.054232750967,0.000226933749],[0.039349525810,-0.093908653549,-0.001770836083],[-0.032012832661,0.059770913688,0.000833967984],[0.015829019024,0.088370490828,0.000709934351]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.539335063305835,11.060241948723448,0.022416179854186095],[-5.216700737386381,11.172523088310319,-0.01217687493062618],[-8.121676895394598,8.24154313739754,-0.031782330221462714],[-4.777768551077473,8.567404863474602,0.019378659630392082]];-9.788720088239;[-0.51434393,-0.48603878,-0.49739729,-0.50222000];[[-0.036844248199,-0.019167455424,-0.000054860949],[0.044387264121,-0.078726328745,0.000556978997],[-0.036319536427,0.021215269462,-0.000115969515],[0.028776520505,0.076678514706,-0.000386148533]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.550303964754933,10.907456207204833,-0.0481835538754102],[-5.221375423652931,11.168827961668606,-0.0491546118694703],[-8.13669284077478,8.373383958335165,0.07037387973321443],[-4.983390090206212,8.582459618429256,-0.03132672073213003]];-9.762144063922;[-0.51808897,-0.50652766,-0.48155516,-0.49382821];[[-0.015257257422,-0.118935698923,0.005779134989],[0.037719821298,-0.103148038187,0.000597070905],[-0.041640429210,0.119850340600,-0.005109759991],[0.019177865334,0.102233396510,-0.001266445904]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.573626939282587,10.935002519539278,0.21187975998405736],[-5.179252570106857,11.3952863546013,-0.00789885611727829],[-8.318692475465323,8.059930927062187,-0.09691085690080598],[-4.924468274228639,8.662900173017098,-0.04471305475326956]];-9.788446306362;[-0.49833756,-0.49840228,-0.51280207,-0.49045810];[[-0.031974129465,-0.014502853210,0.001135257624],[0.040775030686,-0.029089078428,-0.002624942146],[-0.037668239172,-0.000311633297,0.000390994584],[0.028867337951,0.043903564935,0.001098689938]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.377168675662448,10.893542483279244,0.05227416423950759],[-5.297832087830636,11.194393607421539,0.13350967502356734],[-8.138364091508343,7.972450323815554,-0.06570894813805425],[-4.736721199392904,8.499297610788098,0.010240000063990852]];-9.812228137730;[-0.49123223,-0.47696326,-0.52089570,-0.51090882];[[-0.025644726518,-0.006035710776,-0.000858479083],[0.031278234382,-0.032669476722,-0.000916522683],[-0.038904681328,-0.000934603705,-0.000623365836],[0.033271173463,0.039639791203,0.002398367602]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.561701707440466,11.079686760118557,0.14047882022353433],[-5.155522306688257,11.266146242563273,0.0521225920726938],[-8.332995415355164,8.293751995085119,0.03516010760234657],[-4.823729199616554,8.454254878029467,0.07773299363349702]];-9.787024733033;[-0.49726555,-0.49080435,-0.49998201,-0.51194809];[[-0.033271410555,-0.023122468896,-0.000029160774],[0.033598469288,-0.016386628255,-0.000659515377],[-0.033352217862,0.022617755408,0.000537093736],[0.033025159129,0.016891341743,0.000151582415]]
['Bi' ,'Bi' ,'Bi' ,'Bi' ];[[-8.514856652221221,11.109966026614524,-0.157412031790292],[-5.42400911182604,11.358813739277132,0.0013134709110925458],[-8.406769833357446,8.379420682439937,-0.02157846970264382],[-4.984800960164095,8.41313879427767,-0.23289357047935916]];-9.810917070047;[-0.47781523,-0.49014579,-0.50290415,-0.52913482];[[-0.025891235774,-0.038961700047,-0.000202290020],[0.023005469690,0.002141282989,0.002243694038],[-0.038038935901,0.040130544346,0.001282725090],[0.040924701984,-0.003310127288,-0.003324129108]]
